id,placename,municipality,province,population
969028,GaMaphoto,Blouberg,Limpopo,90
969029,Ga-Moyaga,Blouberg,Limpopo,87
969030,Lovely,Blouberg,Limpopo,97
969031,Archibalt,Blouberg,Limpopo,506
969032,Edwinsdale,Blouberg,Limpopo,716
969033,Burgerrecht,Blouberg,Limpopo,1641
969034,Thebere,Blouberg,Limpopo,357
969035,Ga-Motlana,Blouberg,Limpopo,669
969036,Mokoena Maswikeng,Blouberg,Limpopo,220
969037,Glenfernes,Blouberg,Limpopo,531
969038,Tolwe,Blouberg,Limpopo,271
969039,Letshwatla,Blouberg,Limpopo,1954
969040,Bahananoa,Blouberg,Limpopo,1473
969041,Buffelshoek,Blouberg,Limpopo,4910
969042,Inveraan,Blouberg,Limpopo,1613
969043,Danzight,Blouberg,Limpopo,2548
969044,GaTshabalala,Blouberg,Limpopo,298
969045,Setloking,Blouberg,Limpopo,367
969046,Borwalathoto,Blouberg,Limpopo,1334
969047,Indermark,Blouberg,Limpopo,8434
969048,Sesuane,Blouberg,Limpopo,661
969049,My Darling,Blouberg,Limpopo,2092
969050,GaMamoleka,Blouberg,Limpopo,889
969051,Bergendal,Blouberg,Limpopo,1008
969052,Matekereng,Blouberg,Limpopo,930
969053,GaRamutla,Blouberg,Limpopo,1235
969054,Tiekieline,Blouberg,Limpopo,2345
969055,Blouberg,Blouberg,Limpopo,2976
969056,GaMamokhwibidu,Blouberg,Limpopo,713
969057,Bull-Bull,Blouberg,Limpopo,667
969058,Lekgokgonoku,Blouberg,Limpopo,1141
969059,Avon,Blouberg,Limpopo,8917
969060,Sekhung,Blouberg,Limpopo,1240
969061,Ga-Tshabalala,Blouberg,Limpopo,963
969062,GaMalokela,Blouberg,Limpopo,1429
969063,Boshia,Blouberg,Limpopo,714
969064,Pickum,Blouberg,Limpopo,177
969065,Mmankgodi,Blouberg,Limpopo,1279
969066,Papegaai,Blouberg,Limpopo,1114
969067,Ga-Machaba,Blouberg,Limpopo,3992
969068,Seboriane,Blouberg,Limpopo,1317
969069,Ga-Kobe,Blouberg,Limpopo,2209
969070,Tsolametse,Blouberg,Limpopo,646
969071,Mophamamona,Blouberg,Limpopo,1300
969072,Brodie Hill A,Blouberg,Limpopo,547
969073,Sekiding,Blouberg,Limpopo,869
969074,Bodi,Blouberg,Limpopo,5842
969075,Tswatsane,Blouberg,Limpopo,492
969076,GaSebotlane,Blouberg,Limpopo,940
969077,Ga-Madibeng,Blouberg,Limpopo,785
969078,Brodie Hill B,Blouberg,Limpopo,793
969079,Ditatsu,Blouberg,Limpopo,792
969080,Ga-Motshemi,Blouberg,Limpopo,1011
969081,GaMmatemana,Blouberg,Limpopo,840
969082,Mamelodi,Blouberg,Limpopo,523
969083,Ga-Rammutla A,Blouberg,Limpopo,740
969084,Ga-Hlako B,Blouberg,Limpopo,1215
969085,Callashield,Blouberg,Limpopo,286
969086,Driekopies,Blouberg,Limpopo,874
969087,Ga-Rammutla B,Blouberg,Limpopo,386
969088,GaTefu,Blouberg,Limpopo,428
969089,Selowe,Blouberg,Limpopo,53
969090,Ga-Hlako A,Blouberg,Limpopo,286
969091,De Villiersdale,Blouberg,Limpopo,1103
969092,GaMakgwata,Blouberg,Limpopo,250
969093,Mokumuru,Blouberg,Limpopo,380
969094,Mashaleng,Blouberg,Limpopo,190
969095,GaMoreise,Blouberg,Limpopo,4796
969096,Senwabarwana,Blouberg,Limpopo,5529
969097,Bochum,Blouberg,Limpopo,6777
969098,Gamalebogo,Blouberg,Limpopo,403
969099,GaMonyebodi,Blouberg,Limpopo,447
969100,Ga-Rampuru,Blouberg,Limpopo,548
969101,Thabananhlana,Blouberg,Limpopo,78
969102,Amosotho,Blouberg,Limpopo,48
969103,GaMasealele,Blouberg,Limpopo,669
969104,Bobirwa,Blouberg,Limpopo,927
969105,Ga-Mabotha,Blouberg,Limpopo,2246
969106,Makgabeng,Blouberg,Limpopo,538
969107,GaMabeba,Blouberg,Limpopo,395
969108,GaMojela,Blouberg,Limpopo,782
969109,Nontz,Blouberg,Limpopo,1138
969110,GaNgwepe,Blouberg,Limpopo,823
969111,Motsemoswa,Blouberg,Limpopo,438
969112,Setlaole,Blouberg,Limpopo,74
969113,Bayswater,Blouberg,Limpopo,1059
969114,Kgokonyane,Blouberg,Limpopo,563
969115,GaMasekwa,Blouberg,Limpopo,195
969116,Botlokwa,Blouberg,Limpopo,211
969117,Kgatu,Blouberg,Limpopo,207
969118,Uitkyk B,Blouberg,Limpopo,58
969119,GaRawesi,Blouberg,Limpopo,607
969120,Vienen,Blouberg,Limpopo,186
969121,GaRaweshe,Blouberg,Limpopo,630
969122,Lekiting,Blouberg,Limpopo,232
969123,Rora,Blouberg,Limpopo,115
969124,Aurora,Blouberg,Limpopo,366
969125,Mosehleng,Blouberg,Limpopo,632
970001,Ga-Dikgale,Aganang,Limpopo,430
970002,Aganang NU,Aganang,Limpopo,1678
970003,Ga-Keetse,Aganang,Limpopo,329
970004,Mohlajeng,Aganang,Limpopo,1070
970005,Ga-Mankodi,Aganang,Limpopo,475
970006,Ga-Motlagomo,Aganang,Limpopo,512
970007,Kameelkop,Aganang,Limpopo,1174
970008,Sekuruwe,Aganang,Limpopo,227
970009,Kanana,Aganang,Limpopo,1473
970010,Ga-Kolopo,Aganang,Limpopo,1166
970011,Ga-Matlhodi,Aganang,Limpopo,1524
970012,Ga-Masehlong,Aganang,Limpopo,1083
970013,Ga-Lamola,Aganang,Limpopo,533
970014,Ga-Phagodi,Aganang,Limpopo,1426
970015,Morowe,Aganang,Limpopo,3220
970016,Ga-Maribana,Aganang,Limpopo,1594
970017,Modderput,Aganang,Limpopo,166
970018,Ngwanallela,Aganang,Limpopo,1387
970019,Leokanong,Aganang,Limpopo,1436
970020,Ga-Sebotse,Aganang,Limpopo,1702
970021,Ga-Mabitsela,Aganang,Limpopo,1421
970022,Mamehlabe,Aganang,Limpopo,1785
970023,Ga-Ramotlokana,Aganang,Limpopo,1192
970024,Moletji,Aganang,Limpopo,5740
970025,Ga-Mokobodi,Aganang,Limpopo,1103
970026,Ga-Lepadima,Aganang,Limpopo,1231
970027,Rapitsi,Aganang,Limpopo,1916
970028,Ga-Rankuwa,Aganang,Limpopo,1663
970029,Ga-Mmabatho,Aganang,Limpopo,2230
970030,Ga-Piet,Aganang,Limpopo,1470
970031,Moneywaneng,Aganang,Limpopo,1319
970032,Juno,Aganang,Limpopo,1301
970033,Schoongelegen,Aganang,Limpopo,1633
970034,Ga-Nonyane,Aganang,Limpopo,1434
970035,Ga-Ramoshwane,Aganang,Limpopo,3469
970036,Ga-Rametlwana,Aganang,Limpopo,2348
970037,Ga-Mmathongwana,Aganang,Limpopo,1371
970038,Ga-Modikana,Aganang,Limpopo,1520
970039,Tibane,Aganang,Limpopo,1818
970040,Goedgevonden,Aganang,Limpopo,1013
970041,Chloe,Aganang,Limpopo,520
970042,Hwibi,Aganang,Limpopo,1539
970043,Matlala,Aganang,Limpopo,2031
970044,Ga-Rampuru,Aganang,Limpopo,1765
970045,Ga-Ngwetsana,Aganang,Limpopo,2003
970046,Ga-Ramokadi-Kadi,Aganang,Limpopo,2136
970047,Boratapelo,Aganang,Limpopo,1039
970048,Damplaats,Aganang,Limpopo,705
970049,Taung,Aganang,Limpopo,1018
970050,Ga-Mahoai,Aganang,Limpopo,2058
970051,Ntlolane,Aganang,Limpopo,1098
970052,Ramalapa,Aganang,Limpopo,881
970053,Ga-Kgoroshi,Aganang,Limpopo,698
970054,Ga-Sechaba,Aganang,Limpopo,1386
970055,Helena,Aganang,Limpopo,219
970056,Ga-Ramakara,Aganang,Limpopo,653
970057,Makgobane,Aganang,Limpopo,2349
970058,Setumong,Aganang,Limpopo,2551
970059,Bakone,Aganang,Limpopo,2518
970060,Waschbank,Aganang,Limpopo,1189
970061,Kalkspruit A,Aganang,Limpopo,6012
970062,Dibeng,Aganang,Limpopo,1975
970063,Lepotlako,Aganang,Limpopo,924
970064,Cornelia,Aganang,Limpopo,949
970065,Madietane,Aganang,Limpopo,673
970066,Ga-Dietane,Aganang,Limpopo,318
970067,Phofu,Aganang,Limpopo,1860
970068,Nokayamatlala,Aganang,Limpopo,949
970069,Phetole,Aganang,Limpopo,1685
970070,Ga-Madietane,Aganang,Limpopo,895
970071,Naledi,Aganang,Limpopo,1025
970072,Sefahlane,Aganang,Limpopo,1001
970073,Venus,Aganang,Limpopo,1179
970074,Maraba,Aganang,Limpopo,1626
970075,Jupiter,Aganang,Limpopo,2275
970076,Monotwane,Aganang,Limpopo,1109
970077,Diana,Aganang,Limpopo,868
970078,Ga-Madiba,Aganang,Limpopo,662
970079,Mohlonong,Aganang,Limpopo,1876
970080,Mars,Aganang,Limpopo,1
970081,Ga-Mangou,Aganang,Limpopo,973
970082,Ga-Manyapje,Aganang,Limpopo,1338
970083,Glen-Roy,Aganang,Limpopo,574
970084,Takalane,Aganang,Limpopo,924
970085,Matlaleng,Aganang,Limpopo,331
970086,Ga-Mashashane,Aganang,Limpopo,5395
970087,Segwahleng,Aganang,Limpopo,808
970088,Utsane,Aganang,Limpopo,1512
970089,Seroba,Aganang,Limpopo,1719
970090,Ga-Matlapa,Aganang,Limpopo,1787
973001,Ha-Madikana,Molemole,Limpopo,3668
973002,Mohodi,Molemole,Limpopo,13127
973003,Ga-Maponto,Molemole,Limpopo,4530
973004,Molemole NU,Molemole,Limpopo,6544
973005,Westphalia,Molemole,Limpopo,1026
973006,Ga-Moleele,Molemole,Limpopo,596
973007,Moshasha,Molemole,Limpopo,76
973008,Schellenburg,Molemole,Limpopo,352
973009,Koekoek,Molemole,Limpopo,420
973010,Ga-Mokwele,Molemole,Limpopo,174
973011,Ga-Mabotha,Molemole,Limpopo,114
973012,Shashe,Molemole,Limpopo,382
973013,Ga-Poopedi,Molemole,Limpopo,343
973014,Tshitale,Molemole,Limpopo,654
973015,Manthata,Molemole,Limpopo,450
973016,Ga-Mokgehle,Molemole,Limpopo,555
973017,Mogwadi,Molemole,Limpopo,4045
973018,Brussels,Molemole,Limpopo,803
973019,Schoonveld,Molemole,Limpopo,577
973020,Sakoleng,Molemole,Limpopo,584
973021,Ga-Kgara,Molemole,Limpopo,406
973022,Ga-Sako,Molemole,Limpopo,520
973023,Ga-Phasha,Molemole,Limpopo,1897
973024,Sekakene,Molemole,Limpopo,3745
973025,Mangate,Molemole,Limpopo,1508
973026,Botlokwa (Mphakane),Molemole,Limpopo,20439
973027,Sefene,Molemole,Limpopo,3949
973028,Ramatjowe,Molemole,Limpopo,2403
973029,Matseke,Molemole,Limpopo,6151
973030,Ramokgopa,Molemole,Limpopo,14859
973031,Nthabiseng,Molemole,Limpopo,2680
973032,Morbeng,Molemole,Limpopo,2371
973033,Makgalong,Molemole,Limpopo,373
973034,Ga-Makgato,Molemole,Limpopo,3160
973035,Eisleben,Molemole,Limpopo,4840
974001,Mmadigorong,Polokwane,Limpopo,4728
974002,Polokwane NU,Polokwane,Limpopo,10957
974003,Ga-Hlahla,Polokwane,Limpopo,4873
974004,Ga-Makibelo,Polokwane,Limpopo,3017
974005,Ga-Setati,Polokwane,Limpopo,1773
974006,Masobohleng,Polokwane,Limpopo,1525
974007,Ga-Matabanyane,Polokwane,Limpopo,2591
974008,Ditenteng,Polokwane,Limpopo,1207
974009,Ga-Mabitsela,Polokwane,Limpopo,1905
974010,Kgoroshi,Polokwane,Limpopo,3723
974011,GaManamela,Polokwane,Limpopo,1355
974012,GaSemenya,Polokwane,Limpopo,3579
974013,Marobala,Polokwane,Limpopo,4201
974014,Mahwibitswane,Polokwane,Limpopo,888
974015,GaRamongwana,Polokwane,Limpopo,9376
974016,Titibe,Polokwane,Limpopo,3380
974017,Mokgabane,Polokwane,Limpopo,5180
974018,Kgwareng,Polokwane,Limpopo,413
974019,Mantheding B,Polokwane,Limpopo,110
974020,Ga-Mabotha,Polokwane,Limpopo,4047
974021,Vierhoek,Polokwane,Limpopo,443
974022,Makgoba,Polokwane,Limpopo,325
974023,Ga-Komape,Polokwane,Limpopo,2739
974024,Koloti,Polokwane,Limpopo,9953
974025,Mabokelele,Polokwane,Limpopo,6012
974026,Ramakgaphola,Polokwane,Limpopo,1525
974027,GaMokgopo,Polokwane,Limpopo,2727
974028,Sebayeng,Polokwane,Limpopo,13826
974029,Mantheding A,Polokwane,Limpopo,2178
974030,Masenya,Polokwane,Limpopo,348
974031,Mmotong,Polokwane,Limpopo,825
974032,Mehlakong,Polokwane,Limpopo,1651
974033,Lenyenye,Polokwane,Limpopo,755
974034,Moshate,Polokwane,Limpopo,2027
974035,Makgwareng,Polokwane,Limpopo,667
974036,Mokgurutlane,Polokwane,Limpopo,297
974037,GaPotse,Polokwane,Limpopo,1404
974038,Monyamane,Polokwane,Limpopo,338
974039,Kgohlwane,Polokwane,Limpopo,5888
974040,Makgofe,Polokwane,Limpopo,9085
974041,Perskebult,Polokwane,Limpopo,17006
974042,Bloodriver,Polokwane,Limpopo,10724
974043,Seshego,Polokwane,Limpopo,83863
974044,Polokwane,Polokwane,Limpopo,130028
974045,Doornbult,Polokwane,Limpopo,1713
974046,Palmietfontein,Polokwane,Limpopo,1904
974047,Tweefontein,Polokwane,Limpopo,2300
974048,GaMamadila,Polokwane,Limpopo,1295
974049,Madiga B,Polokwane,Limpopo,567
974050,Madiga A,Polokwane,Limpopo,2604
974051,Kotishing,Polokwane,Limpopo,978
974052,GaMakweya,Polokwane,Limpopo,1222
974053,Tshebeng,Polokwane,Limpopo,4021
974054,Makotopong,Polokwane,Limpopo,8163
974055,Vaalkop,Polokwane,Limpopo,1070
974056,Motlhatsweng,Polokwane,Limpopo,1670
974057,GaMailula,Polokwane,Limpopo,77
974058,Ga-Tjale,Polokwane,Limpopo,467
974059,Ntsima,Polokwane,Limpopo,95
974060,Sengatane,Polokwane,Limpopo,2615
974061,Masealama,Polokwane,Limpopo,271
974062,Kgwara,Polokwane,Limpopo,1249
974063,GaMakgobathe,Polokwane,Limpopo,137
974064,GaMamphaka,Polokwane,Limpopo,1125
974065,Thune,Polokwane,Limpopo,1639
974066,Ga-kgole,Polokwane,Limpopo,1101
974067,Kgokong,Polokwane,Limpopo,492
974068,Gamalahlela,Polokwane,Limpopo,344
974069,GaMoropo,Polokwane,Limpopo,409
974070,Masekwameng,Polokwane,Limpopo,1033
974071,GaMakgoba,Polokwane,Limpopo,1849
974072,Tshware,Polokwane,Limpopo,689
974073,Setotolwane,Polokwane,Limpopo,2271
974074,Sencherere,Polokwane,Limpopo,93
974075,Doornspruit,Polokwane,Limpopo,979
974076,GaMapangula,Polokwane,Limpopo,1335
974077,Syferkuil,Polokwane,Limpopo,470
974078,Molapi,Polokwane,Limpopo,2506
974079,Ga-Mothiba,Polokwane,Limpopo,11511
974080,Thakgalang,Polokwane,Limpopo,8657
974081,Makeketela,Polokwane,Limpopo,3080
974082,Mamotintane,Polokwane,Limpopo,1885
974083,Ga-Motholo,Polokwane,Limpopo,6031
974084,Mankweng,Polokwane,Limpopo,33738
974085,GaThoka,Polokwane,Limpopo,11258
974086,Makanye,Polokwane,Limpopo,9536
974087,Badimong,Polokwane,Limpopo,10983
974088,Monywaneng,Polokwane,Limpopo,1837
974089,Komaneng,Polokwane,Limpopo,1662
974090,GaMahlahle,Polokwane,Limpopo,364
974091,Thabakgone,Polokwane,Limpopo,970
974092,Tholongwe,Polokwane,Limpopo,5343
974093,Megoring,Polokwane,Limpopo,9746
974094,Mothakeng,Polokwane,Limpopo,215
974095,Segwasi,Polokwane,Limpopo,3418
974096,Boskopies,Polokwane,Limpopo,199
974097,Geluk,Polokwane,Limpopo,0
974098,Myngenoegen,Polokwane,Limpopo,1908
974099,GaMagowa,Polokwane,Limpopo,5160
974100,Ramogale,Polokwane,Limpopo,2295
974101,Makgwaneng,Polokwane,Limpopo,721
974102,Makhwareng,Polokwane,Limpopo,1068
974103,Phomolong,Polokwane,Limpopo,1478
974104,Madiga,Polokwane,Limpopo,673
974105,Leeukuil,Polokwane,Limpopo,1482
974106,Rietfontein,Polokwane,Limpopo,1140
974107,Elmadal,Polokwane,Limpopo,825
974108,Kuschke,Polokwane,Limpopo,474
974109,Makgeng,Polokwane,Limpopo,448
974110,GaMokwane,Polokwane,Limpopo,2887
974111,Mountain View,Polokwane,Limpopo,2030
974112,GaMboi,Polokwane,Limpopo,2469
974113,GaMakanye,Polokwane,Limpopo,138
974114,Noko,Polokwane,Limpopo,368
974115,Mankgaile,Polokwane,Limpopo,1748
974116,Sobiago,Polokwane,Limpopo,395
974117,Laaste  Hoop,Polokwane,Limpopo,6670
974118,Laaste Hoop,Polokwane,Limpopo,532
974119,GaMmamatsha,Polokwane,Limpopo,3399
974120,GaRamphere,Polokwane,Limpopo,2298
974121,Tsebela,Polokwane,Limpopo,704
974122,Makubung,Polokwane,Limpopo,218
974123,GaMolepo,Polokwane,Limpopo,4048
974124,GaMothapo,Polokwane,Limpopo,1604
974125,GaSebati,Polokwane,Limpopo,2363
974126,Percy Fyfe,Polokwane,Limpopo,0
974127,GaMogano,Polokwane,Limpopo,1881
974128,Ga-Lekgothoane,Polokwane,Limpopo,1156
974129,Lithupaneng,Polokwane,Limpopo,1980
974130,GaTshwene B,Polokwane,Limpopo,831
974131,Mphogodiba,Polokwane,Limpopo,447
974132,GaMathiba,Polokwane,Limpopo,1869
974133,Matobole,Polokwane,Limpopo,2566
974134,Sekgweng,Polokwane,Limpopo,1067
974135,Makatiane,Polokwane,Limpopo,721
974136,GaThaba,Polokwane,Limpopo,3042
974137,Ga-Maja,Polokwane,Limpopo,8053
974138,GaTshwene A,Polokwane,Limpopo,2117
974139,Tshwene,Polokwane,Limpopo,2018
974140,Chuenespoort,Polokwane,Limpopo,1271
974141,Ga-Chuene,Polokwane,Limpopo,5488
974142,Bergnek,Polokwane,Limpopo,1418
974143,Sebonapudi,Polokwane,Limpopo,889
976001,Fertilis,Lepele-Nkumpi,Limpopo,198
976002,Lepele-Nkumpi NU,Lepele-Nkumpi,Limpopo,2452
976003,Ga-Mampa,Lepele-Nkumpi,Limpopo,868
976004,Ga-Moila,Lepele-Nkumpi,Limpopo,131
976005,Ditholong,Lepele-Nkumpi,Limpopo,122
976006,Mahlatsani,Lepele-Nkumpi,Limpopo,531
976007,Mataung,Lepele-Nkumpi,Limpopo,1840
976008,Gemini,Lepele-Nkumpi,Limpopo,726
976009,Ga-Mafefe,Lepele-Nkumpi,Limpopo,3028
976010,Ramonwana,Lepele-Nkumpi,Limpopo,529
976011,Moleke,Lepele-Nkumpi,Limpopo,3130
976012,Mphaaneng,Lepele-Nkumpi,Limpopo,1142
976013,Phaganeng,Lepele-Nkumpi,Limpopo,106
976014,Mmashadi,Lepele-Nkumpi,Limpopo,1125
976015,Madikeleng,Lepele-Nkumpi,Limpopo,1166
976016,GaMakgoba A,Lepele-Nkumpi,Limpopo,2048
976017,Maseleseleng,Lepele-Nkumpi,Limpopo,543
976018,Mooiplaas,Lepele-Nkumpi,Limpopo,902
976019,Molapo Matebele,Lepele-Nkumpi,Limpopo,908
976020,Dublin,Lepele-Nkumpi,Limpopo,170
976021,Malemang,Lepele-Nkumpi,Limpopo,561
976022,Masusele,Lepele-Nkumpi,Limpopo,185
976023,Geneva,Lepele-Nkumpi,Limpopo,290
976024,Hwelesaneng,Lepele-Nkumpi,Limpopo,2135
976025,Serobaneng,Lepele-Nkumpi,Limpopo,1696
976026,Mogodi,Lepele-Nkumpi,Limpopo,4992
976027,Bodutulo,Lepele-Nkumpi,Limpopo,684
976028,Schuinsrand,Lepele-Nkumpi,Limpopo,1761
976029,Matome,Lepele-Nkumpi,Limpopo,2338
976030,GaRakgoatha,Lepele-Nkumpi,Limpopo,6179
976031,Makoeng,Lepele-Nkumpi,Limpopo,3424
976032,Bolopa,Lepele-Nkumpi,Limpopo,560
976033,GaMakgoba B,Lepele-Nkumpi,Limpopo,349
976034,GaMakgotho,Lepele-Nkumpi,Limpopo,787
976035,Osterd,Lepele-Nkumpi,Limpopo,295
976036,Naauwpoort Ext1,Lepele-Nkumpi,Limpopo,109
976037,Mphahlele,Lepele-Nkumpi,Limpopo,12661
976038,Maejane,Lepele-Nkumpi,Limpopo,3466
976039,Mashite,Lepele-Nkumpi,Limpopo,5314
976040,Mobosobohlogo,Lepele-Nkumpi,Limpopo,333
976041,Mamaolo,Lepele-Nkumpi,Limpopo,6546
976042,Lebowakgomo,Lepele-Nkumpi,Limpopo,35087
976043,Makotse,Lepele-Nkumpi,Limpopo,2990
976044,Mathibela,Lepele-Nkumpi,Limpopo,5795
976045,Lehlokwaneng,Lepele-Nkumpi,Limpopo,478
976046,Motantanyane,Lepele-Nkumpi,Limpopo,752
976047,Mogoto,Lepele-Nkumpi,Limpopo,16511
976048,Matshelane,Lepele-Nkumpi,Limpopo,1821
976049,Makurung,Lepele-Nkumpi,Limpopo,4911
976050,Dithabaneng,Lepele-Nkumpi,Limpopo,2943
976051,Maralaleng,Lepele-Nkumpi,Limpopo,1939
976052,Lesetsi,Lepele-Nkumpi,Limpopo,447
976053,Phosiri,Lepele-Nkumpi,Limpopo,1008
976054,Hwelereng,Lepele-Nkumpi,Limpopo,1533
976055,Makhushaneng,Lepele-Nkumpi,Limpopo,3356
976056,Moletlane,Lepele-Nkumpi,Limpopo,8650
976057,Sekimming,Lepele-Nkumpi,Limpopo,453
976058,Mosetamong,Lepele-Nkumpi,Limpopo,515
976059,Lekurung,Lepele-Nkumpi,Limpopo,3047
976060,Turfpan,Lepele-Nkumpi,Limpopo,142
976061,Thamangane,Lepele-Nkumpi,Limpopo,890
976062,Morotse,Lepele-Nkumpi,Limpopo,1201
976063,Malekapane,Lepele-Nkumpi,Limpopo,509
976064,Manaileng,Lepele-Nkumpi,Limpopo,2189
976065,Madisha-Ditoro,Lepele-Nkumpi,Limpopo,4036
976066,Ga-Madisaleolo,Lepele-Nkumpi,Limpopo,2282
976067,Nkotokwane,Lepele-Nkumpi,Limpopo,689
976068,GaMmamogwasa,Lepele-Nkumpi,Limpopo,2550
976069,Tjiane,Lepele-Nkumpi,Limpopo,1351
976070,Motserereng,Lepele-Nkumpi,Limpopo,748
976071,Sekgophokgophong,Lepele-Nkumpi,Limpopo,3323
976072,Bolahlakgomo,Lepele-Nkumpi,Limpopo,2066
976073,Lenting,Lepele-Nkumpi,Limpopo,2590
976074,Tooseng,Lepele-Nkumpi,Limpopo,2329
976075,Magatle,Lepele-Nkumpi,Limpopo,6758
976076,Marulaneng,Lepele-Nkumpi,Limpopo,2229
976077,Mamatonya,Lepele-Nkumpi,Limpopo,436
976078,Mokgophong,Lepele-Nkumpi,Limpopo,3706
976079,Droogte,Lepele-Nkumpi,Limpopo,2924
976080,GaMolapo,Lepele-Nkumpi,Limpopo,4640
976081,Byldrift,Lepele-Nkumpi,Limpopo,1785
976082,Mogologolo,Lepele-Nkumpi,Limpopo,2811
976083,Malatane,Lepele-Nkumpi,Limpopo,1690
976084,Khureng,Lepele-Nkumpi,Limpopo,4497
976085,Seruleng,Lepele-Nkumpi,Limpopo,1317
976086,Kgwaripe,Lepele-Nkumpi,Limpopo,95
976087,Klipheuvel,Lepele-Nkumpi,Limpopo,1996
977001,Thabazimbi NU,Thabazimbi,Limpopo,13738
977002,Thabazimbi A,Thabazimbi,Limpopo,28847
977003,Amandelbult,Thabazimbi,Limpopo,113
977004,Northam A,Thabazimbi,Limpopo,4259
977005,Northam B,Thabazimbi,Limpopo,27611
977006,Dwaalboom,Thabazimbi,Limpopo,568
977007,Middeldrift,Thabazimbi,Limpopo,1115
977008,Rooiberg,Thabazimbi,Limpopo,2485
977009,Leeupoort,Thabazimbi,Limpopo,1014
977010,Thabazimbi,Thabazimbi,Limpopo,3517
977011,Sitrusvlakte,Thabazimbi,Limpopo,691
978001,Sefetlhogo,Lephalale,Limpopo,2697
978002,Lephalale NU,Lephalale,Limpopo,17745
978003,Morwe,Lephalale,Limpopo,1365
978004,Lebu,Lephalale,Limpopo,461
978005,Botshabelo,Lephalale,Limpopo,1114
978006,Moong,Lephalale,Limpopo,823
978007,Bossche Diesch,Lephalale,Limpopo,2203
978008,GaSeleka,Lephalale,Limpopo,5867
978009,Magadimela,Lephalale,Limpopo,102
978010,Kauletsi,Lephalale,Limpopo,2234
978011,Honey,Lephalale,Limpopo,394
978012,Khopanong,Lephalale,Limpopo,758
978013,Botsalanong,Lephalale,Limpopo,1216
978014,Tshelamake,Lephalale,Limpopo,327
978015,Kgobagadimo,Lephalale,Limpopo,1283
978016,Tlapaliburethi,Lephalale,Limpopo,519
978017,Senoela,Lephalale,Limpopo,561
978018,Letlora,Lephalale,Limpopo,1400
978019,Witpoort,Lephalale,Limpopo,856
978020,Lerupurung,Lephalale,Limpopo,0
978021,Ga-Machoko,Lephalale,Limpopo,663
978022,Mongalo,Lephalale,Limpopo,579
978023,Thabo Mbeki,Lephalale,Limpopo,2254
978024,Melinda,Lephalale,Limpopo,822
978025,Reabetswe,Lephalale,Limpopo,799
978026,Kitty,Lephalale,Limpopo,614
978027,Hlagalakwena,Lephalale,Limpopo,514
978028,Mmaletswai,Lephalale,Limpopo,1773
978029,Motsweding,Lephalale,Limpopo,557
978030,Dimpompong,Lephalale,Limpopo,469
978031,Ditloung,Lephalale,Limpopo,415
978032,Mapela,Lephalale,Limpopo,5752
978033,Ga-Seleka,Lephalale,Limpopo,1105
978034,Bangalong,Lephalale,Limpopo,846
978035,Ga-Monyeki,Lephalale,Limpopo,4087
978036,Shongoane,Lephalale,Limpopo,8727
978037,Marapong,Lephalale,Limpopo,26227
978038,Lephalale,Lephalale,Limpopo,17639
979001,Mookgopong,Mookgopong,Limpopo,24853
979002,Mookgopong Munic NU,Mookgopong,Limpopo,9604
979003,Roedtan,Mookgopong,Limpopo,98
979004,Thusang,Mookgopong,Limpopo,1085
980001,Leseding,Modimolle,Limpopo,12499
980002,Vaalwater,Modimolle,Limpopo,3964
980003,Modimolle Munic NU,Modimolle,Limpopo,8509
980004,Alma,Modimolle,Limpopo,1553
980005,Phagameng,Modimolle,Limpopo,29803
980006,Modimolle,Modimolle,Limpopo,12185
981001,Vingerkraal,Bela-Bela,Limpopo,827
981002,Bela-Bela NU North,Bela-Bela,Limpopo,9616
981002,Bela-Bela NU South,Bela-Bela,Limpopo,4616
981003,Bela-Bela,Bela-Bela,Limpopo,45001
981004,Lebogang,Bela-Bela,Limpopo,0
981005,Settlers,Bela-Bela,Limpopo,819
981006,Welgegund Village,Bela-Bela,Limpopo,1448
981007,Rapotokwane,Bela-Bela,Limpopo,2787
981008,Rust De Winter,Bela-Bela,Limpopo,105
981009,Pienaarsrivier,Bela-Bela,Limpopo,1897
982001,Breda,Mogalakwena,Limpopo,760
982002,Mogalakwena NU,Mogalakwena,Limpopo,5989
982003,Polen,Mogalakwena,Limpopo,737
982004,Khala,Mogalakwena,Limpopo,236
982005,Doren,Mogalakwena,Limpopo,371
982006,Monte Christo,Mogalakwena,Limpopo,534
982007,Mahlwareng,Mogalakwena,Limpopo,372
982008,Galakwena,Mogalakwena,Limpopo,598
982009,Babirwa,Mogalakwena,Limpopo,4179
982010,Lekgweng,Mogalakwena,Limpopo,733
982011,Tipeng,Mogalakwena,Limpopo,1327
982012,Bakone,Mogalakwena,Limpopo,2922
982013,Ga-Hlako,Mogalakwena,Limpopo,1733
982014,Mmakala,Mogalakwena,Limpopo,316
982015,Matsitsileng,Mogalakwena,Limpopo,805
982016,Thaba Letshoba,Mogalakwena,Limpopo,1586
982017,Setuphiline,Mogalakwena,Limpopo,1070
982018,Sodoma,Mogalakwena,Limpopo,1052
982019,Uitzicht,Mogalakwena,Limpopo,2278
982020,GaMathapo,Mogalakwena,Limpopo,1272
982021,GaRamela,Mogalakwena,Limpopo,1938
982022,GaTshokwe,Mogalakwena,Limpopo,977
